country_code;year;gear_type;metier;mismatch;;Count of mismatch;Column Labels;;;;;;;;;;;
FRA;2014;GEF;GES_CAT_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;OTB;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GNS;FPO_FIF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;GTR;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;PS;LTL_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2018;LHM;LHP_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;TBB;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;GTR;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;PTM;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;OTM;PTM_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LTL;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;DRB;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2013;LNB;LN_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;OTM;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2020;OTT;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2019;GTR;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;PS;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2015;OTM;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;GNS;FPN_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;HMD;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;DRB;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GNC;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;GND;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;FPO;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;OTM;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2017;PTM;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2023;DRB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LLS;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2018;OTT;OTB_CRU_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;OTB;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2016;FPO;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2019;OTB;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2015;OTT;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LLD;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;OTB;PTM_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;OTB;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHM;GTR_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
HRV;2023;GTN;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2023;GTR;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;OTM;OTB_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;DRB;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;PTB;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GTR;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;OTB;NK;#VALUE!;;;;;;;;;;;;;;
ENG;2020;OTB;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2015;FPN;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2023;OTM;OTB_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;OTM;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GTR;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2022;GNS;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2016;PTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;OTM;OTB_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;LLS;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2014;GNS;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GNS;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2014;LLD;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;OTB;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;FPO;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LHM;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;OTB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2014;PTB;OTB_MPD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LLS;GNS_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2022;GTR;GNS_DEF_90-109_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2018;PS;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;GTN;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2018;GNS;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;OTT;OTB_CRU_32-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;OTB;TBB_CRU_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTR;LHM_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GTR;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LHM;GNS_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GNS;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;GTR;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;PTB;OTB_MCD_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LTL;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2016;GNS;NK;#VALUE!;;;;;;;;;;;;;;
GRC;2013;OTB;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2019;OTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2014;FPO;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
IOM;2017;LLS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;OTT;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;GNS;OTB_MCD_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GNS;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LHM;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GTR;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;GTR;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;PS;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GTR;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LTL;GNS_DEF_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;OTB;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2012;LTL;LHP_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2015;GNS;PTM_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;LLS;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;OTB;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;GNC;GNS_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;OTM;PTM_SPF_32-39_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GTR;NK;#VALUE!;;;;;;;;;;;;;;
ENG;2014;GNS;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2016;FPO;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;GTR;OTB_DEF_>=120_3_120;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GND;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2017;LNB;LN_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GNS;GTR_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LA;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2013;LHM;LHP_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;OTM;PTM_SPF_32-39_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GNS;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2018;FPO;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;OTM;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2018;OTT;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GNS;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;FPN;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LA;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LLD;LHM_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;LLD;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;PS;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;GNS;GTR_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;PTM;OTB_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2013;GTR;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;GTR;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LHP;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2022;GNS;FPN_CAT_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2023;OTT;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHP;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;HMD;DRB_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GND;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;FPN;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;OTM;PTM_SPF_40-54_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;GNS;GTR_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2020;GTR;NK;#VALUE!;;;;;;;;;;;;;;
ENG;2019;GNS;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2022;GTR;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LHP;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;PS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2015;FPO;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LHP;NK;#VALUE!;;;;;;;;;;;;;;
FRA;2020;GEF;GES_CAT_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;DRB;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GTR;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2023;OTB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2017;OTM;PTM_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2016;GTR;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LHP;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2013;LLS;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2018;GTR;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;OTB;PTM_LPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2014;GNS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;SV;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LLS;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2021;GTR;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;GNC;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2023;OTT;OTB_CRU_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;HMD;LHM_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;GTR;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;OTB;OTM_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;OTM;OTB_MCD_90-99_1_270;#VALUE!;;;;;;;;;;;;;;
IRL;2015;OTM;PTM_SPF_40-54_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2018;GTR;OTB_DEF_>=120_3_120;#VALUE!;;;;;;;;;;;;;;
IRL;2019;SDN;SSC_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LHP;LH_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LLS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;PTM;OTB_CRU_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;HMD;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2015;GTR;GNS_ANA_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2017;OTT;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2017;OTM;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;PS;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GTN;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2017;PS;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;PS;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GNS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;GNS;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GNC;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2022;LLS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;TBB;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;PTM;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;PTB;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LTL;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2017;PS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2015;OTB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2013;PTB;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;PTB;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;PTM;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;DRB;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;PS;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2014;PS;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;OTM;PTM_SPF_40-54_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;SV;SX_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;PS;OTB_MPD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2017;GNC;GNS_SPF_50-70_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GTR;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2014;GNS;NK;#VALUE!;;;;;;;;;;;;;;
ENG;2014;GND;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2021;OTB;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2017;GND;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2019;GEF;GES_CAT_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;GTR;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;FPO;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2018;FPO;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHP;GTR_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GTN;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2014;FPO;GTR_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;SSC;FPN_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;PS;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;PS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;OTT;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LLS;LHM_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;LLS;LLD_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;LHP;NK;#VALUE!;;;;;;;;;;;;;;
FRA;2019;HMD;HMS_SWD_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GTR;GNS_SLP_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHP;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;GND;GNS_CRU_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2019;LLS;LLD_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LLS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;OTB;PTM_SPF_32-39_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2022;GNS;GTR_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHP;LHM_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2020;LNB;LN_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LHM;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2020;GNS;LLD_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;OTB;PTB_MPD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2019;FPO;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GNS;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2020;LLD;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;FPN;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2023;OTB;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;GNS;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2017;OTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;OTM;NK;#VALUE!;;;;;;;;;;;;;;
POL;2014;GTR;GNS_ANA_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2023;OTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2013;GNS;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;OTM;PTM_SPF_40-54_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GTR;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LHM;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2015;DRB;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;GND;GNS_DEF_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;GND;GNS_DEF_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2015;PTB;PTM_SPF_40-54_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;DRB;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GTN;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;OTB;PTB_MPD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;OTM;OTB_MCD_90-99_1_270;#VALUE!;;;;;;;;;;;;;;
ESP;2015;PS;DRB_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;PTB;OTB_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;GTR;NK;#VALUE!;;;;;;;;;;;;;;
SVN;2018;LHM;LHP_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
NIR;2018;GND;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;OTB;OTM_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;OTB;PTM_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2020;GNS;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2022;GNS;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2017;OTB;PTM_SPF_40-54_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2015;GEF;GES_CAT_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GND;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;FPO;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GNS;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;FPO;DRB_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LHM;LH_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;SPR;SSC_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2017;GNS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
HRV;2020;NK;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LA;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2018;LLS;LLD_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2018;GTR;GNS_DEF_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;OTM;PTM_SPF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2017;DRB;NK;#VALUE!;;;;;;;;;;;;;;
ENG;2019;LLS;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2021;HMD;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2015;OTM;PTM_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;DRB;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;PTB;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2015;GNS;GTR_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;GNS;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LTL;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2018;GND;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;GND;SDN_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GND;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2013;PTB;OTB_MPD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LHM;LLD_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GTR;GNS_SLP_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;GTR;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2023;FPO;PTM_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LHM;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LLS;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;FPO;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;FPN;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
NLD;2022;TBB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2019;OTB;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2015;OTM;OTB_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;SDN;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2017;FPN;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2021;NO;DIV_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2014;FPO;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2017;LHM;LHP_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2014;OTB;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2018;OTT;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
BGR;2015;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2013;OTM;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;GNS;PTM_SPF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2016;GTR;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;PS;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2014;LLS;LLD_ANA_0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2013;GEF;GES_CAT_0_0_0;#VALUE!;;;;;;;;;;;;;;
